name,pic_url,birth_year,season,team,AVG,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SLG,OBP
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1984,삼성,0.34,89,300,45,102,17,1,23,80,3,8,26,37,0.633,0.414
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1985,삼성,0.322,103,357,63,115,19,2,22,87,7,9,42,37,0.571,0.414
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1986,삼성,0.321,59,212,31,68,8,0,16,39,1,0,21,20,0.585,0.397
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1987,삼성,0.344,85,299,56,103,14,1,18,76,6,2,47,23,0.579,0.431
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1988,삼성,0.323,86,285,47,92,13,0,18,58,6,3,41,22,0.558,0.419
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1989,삼성,0.284,110,359,55,102,11,0,20,64,4,5,42,48,0.482,0.373
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1990,삼성,0.287,110,359,50,103,13,0,26,57,3,4,54,37,0.54,0.386
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1991,삼성,0.317,119,378,51,120,18,0,17,74,6,2,56,27,0.5,0.413
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1992,삼성,0.289,93,305,49,88,11,0,22,70,7,3,48,41,0.541,0.402
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1993,삼성,0.207,78,193,21,40,3,1,5,20,0,2,21,23,0.311,0.294
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1994,삼성,0.253,109,233,24,59,14,0,12,37,0,2,28,42,0.468,0.343
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1995,삼성,0.215,97,158,17,34,10,0,5,27,1,0,24,20,0.373,0.344
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1996,삼성,0.285,97,193,14,55,12,1,6,38,2,2,14,25,0.451,0.359
이만수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82420.jpg,1958,1997,삼성,0.231,39,52,2,12,2,0,2,9,0,0,3,10,0.385,0.298
박정환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82432.jpg,1957,1982,삼성,0.3,50,120,17,36,6,1,5,24,2,1,9,24,0.492,0.373
박정환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82432.jpg,1957,1983,삼성,0.2,15,15,1,3,0,0,0,1,0,0,0,5,0.2,0.25
박정환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82432.jpg,1957,1984,삼성,0.2,12,15,0,3,0,0,0,1,0,0,0,4,0.2,0.2
박정환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82432.jpg,1957,1987,삼성,0.238,36,80,12,19,0,0,5,11,0,2,4,11,0.425,0.274
박정환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82432.jpg,1957,1988,삼성,0.246,60,114,12,28,6,0,4,23,1,1,4,19,0.404,0.279
박정환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82432.jpg,1957,1989,삼성,0.22,48,91,9,20,2,0,2,13,1,2,7,16,0.308,0.276
박정환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82432.jpg,1957,1990,삼성,0.232,66,142,17,33,8,0,2,13,0,0,4,38,0.331,0.257
박정환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82432.jpg,1957,1991,삼성,0.216,63,102,6,22,4,0,2,15,0,1,7,21,0.314,0.273
박정환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82432.jpg,1957,1992,삼성,0.14,37,57,2,8,0,0,2,5,0,0,0,16,0.246,0.177
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1982,삼성,0.336,66,214,42,72,15,3,3,27,34,14,42,33,0.477,0.456
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1983,삼성,0.208,88,245,36,51,4,1,4,21,10,8,22,32,0.282,0.279
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1984,삼성,0.286,77,192,40,55,13,2,2,8,10,2,27,18,0.406,0.38
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1985,삼성,0.29,104,252,33,73,13,0,1,25,10,7,30,28,0.353,0.372
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1986,삼성,0.285,97,200,35,57,12,1,8,29,15,7,22,26,0.475,0.37
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1987,삼성,0.282,89,266,47,75,15,3,8,32,8,7,36,38,0.451,0.368
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1988,삼성,0.266,92,290,54,77,7,4,8,33,25,7,38,33,0.4,0.361
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1989,삼성,0.303,106,290,39,88,10,1,5,34,24,9,36,32,0.397,0.379
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1990,삼성,0.235,103,243,41,57,14,1,3,30,9,6,32,31,0.337,0.331
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1991,삼성,0.292,90,178,33,52,3,2,4,32,2,3,23,14,0.399,0.389
장태수,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2023/82460.jpg,1957,1992,삼성,0.216,92,162,28,35,4,2,2,20,4,2,23,37,0.302,0.316
오대석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1960,1982,삼성,0.283,72,258,48,73,15,1,4,30,14,1,37,34,0.395,0.379
오대석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1960,1983,삼성,0.203,82,227,27,46,8,1,4,31,1,1,19,31,0.3,0.27
오대석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1960,1984,삼성,0.286,77,231,31,66,10,2,7,34,4,4,19,23,0.437,0.355
오대석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1960,1985,삼성,0.2,30,65,6,13,2,0,1,6,1,0,7,12,0.277,0.278
오대석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1960,1986,삼성,0.256,76,211,23,54,11,1,4,24,4,2,26,23,0.374,0.339
오대석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1960,1987,삼성,0.326,76,242,34,79,13,2,6,40,5,3,20,26,0.471,0.378
오대석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1960,1988,삼성,0.258,82,229,27,59,7,0,5,35,5,4,25,29,0.354,0.329
오대석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1960,1989,롯데,0.194,92,247,18,48,5,0,3,21,4,3,48,39,0.251,0.326
오대석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1960,1990,롯데,0.169,35,71,5,12,0,0,0,2,0,0,11,14,0.169,0.289
오대석,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82477.jpg,1960,1991,롯데,0.234,101,274,30,64,6,0,2,25,3,2,38,33,0.277,0.332
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1982,삼성,0.291,66,206,41,60,11,2,3,22,27,3,32,27,0.408,0.389
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1983,삼성,0.223,67,112,7,25,5,0,1,8,3,1,4,11,0.295,0.25
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1984,삼성,0.237,56,139,13,33,4,1,0,13,1,3,3,18,0.281,0.254
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1985,삼성,0.33,104,306,64,101,14,7,3,22,26,15,25,44,0.451,0.388
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1986,삼성,0.293,99,376,60,110,17,5,4,33,27,19,27,56,0.396,0.344
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1987,삼성,0.326,94,319,52,104,17,7,3,39,25,5,21,45,0.451,0.369
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1988,삼성,0.292,65,192,29,56,6,3,2,24,10,8,11,25,0.385,0.328
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1989,롯데,0.282,96,330,34,93,13,4,3,28,14,4,36,58,0.373,0.351
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1990,롯데,0.246,56,142,19,35,3,1,0,10,4,3,18,23,0.282,0.331
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1991,삼성,0.234,102,304,46,71,5,7,2,25,19,7,36,39,0.316,0.32
허규옥,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82480.jpg,1956,1992,삼성,0.213,37,80,10,17,2,0,0,1,2,1,8,12,0.238,0.284
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1982,롯데,0.3,71,253,39,76,13,0,10,39,6,7,41,30,0.47,0.406
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1983,롯데,0.281,97,327,47,92,21,2,14,38,8,2,38,47,0.486,0.358
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1984,롯데,0.327,97,346,61,113,24,2,21,67,8,5,39,50,0.59,0.401
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1985,롯데,0.223,106,367,27,82,16,1,7,36,7,4,36,45,0.33,0.295
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1986,롯데,0.288,102,365,43,105,26,1,10,57,13,7,35,39,0.447,0.354
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1987,롯데,0.314,103,382,49,120,32,2,7,59,11,8,42,33,0.463,0.386
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1988,롯데,0.292,102,380,65,111,21,2,18,69,15,4,34,26,0.5,0.356
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1989,삼성,0.304,103,342,60,104,18,0,11,64,3,5,32,38,0.453,0.362
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1990,삼성,0.257,85,268,40,69,13,0,12,58,1,0,24,25,0.44,0.316
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1991,삼성,0.25,108,268,32,67,8,0,15,46,2,0,32,37,0.448,0.339
김용철,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82514.jpg,1957,1992,삼성,0.248,51,117,16,29,0,0,6,22,0,0,16,12,0.402,0.341
김재상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82516.jpg,1959,1982,롯데,0.275,28,51,7,14,1,1,0,3,8,2,5,9,0.333,0.351
김재상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82516.jpg,1959,1983,롯데,0.246,87,228,28,56,9,2,2,14,13,7,23,24,0.329,0.32
김재상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82516.jpg,1959,1984,롯데,0.23,72,148,25,34,6,0,0,14,21,5,20,21,0.27,0.337
김재상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82516.jpg,1959,1987,롯데,0.233,52,73,14,17,1,1,0,6,9,6,7,5,0.274,0.3
김재상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82516.jpg,1959,1988,롯데,0.253,55,83,18,21,3,0,2,11,15,5,7,8,0.361,0.319
김재상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82516.jpg,1959,1989,롯데,0.2,39,30,8,6,0,0,0,0,6,3,3,7,0.2,0.294
김재상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82516.jpg,1959,1990,롯데,0.179,40,56,11,10,0,0,0,4,12,5,7,5,0.179,0.27
김재상,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82516.jpg,1959,1991,태평양,0,30,7,10,0,0,0,0,0,4,6,0,0,0,0
이종도,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82559.jpg,1952,1982,MBC,0.324,77,287,52,93,15,1,11,48,21,3,32,51,0.498,0.399
이종도,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82559.jpg,1952,1983,MBC,0.296,98,341,50,101,25,2,8,62,16,6,35,43,0.452,0.373
이종도,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82559.jpg,1952,1984,MBC,0.179,59,145,14,26,7,0,3,13,0,0,21,27,0.29,0.296
이종도,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82559.jpg,1952,1985,OB,0.27,105,282,34,76,14,3,4,35,3,4,30,39,0.383,0.348
이종도,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82559.jpg,1952,1986,OB,0.212,69,99,10,21,4,0,0,6,8,0,20,7,0.253,0.355
이종도,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82559.jpg,1952,1987,OB,0.208,73,130,14,27,4,0,2,12,2,2,16,21,0.285,0.295
차동열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82574.jpg,1956,1982,롯데,0.251,69,207,22,52,8,0,2,19,7,3,19,34,0.319,0.32
차동열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82574.jpg,1956,1983,MBC,0.167,43,96,7,16,2,0,0,1,2,1,6,11,0.188,0.238
차동열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82574.jpg,1956,1984,MBC,0.21,60,119,8,25,3,0,0,9,1,1,10,19,0.235,0.277
차동열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82574.jpg,1956,1985,MBC,0.219,64,151,13,33,2,0,4,20,1,0,14,22,0.311,0.285
차동열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82574.jpg,1956,1986,MBC,0.222,54,108,10,24,4,1,1,8,0,2,12,21,0.306,0.323
차동열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82574.jpg,1956,1987,MBC,0.212,53,85,3,18,4,0,0,4,0,0,6,14,0.259,0.261
차동열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82574.jpg,1956,1988,MBC,0.25,14,36,4,9,1,0,1,4,0,0,0,6,0.361,0.25
차동열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82574.jpg,1956,1989,MBC,0.198,62,131,14,26,1,2,1,18,1,0,12,23,0.26,0.262
차동열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82574.jpg,1956,1991,LG,0.148,14,27,3,4,0,0,0,1,0,0,1,3,0.148,0.172
최영환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82581.jpg,1959,1982,삼미,0.173,48,98,9,17,2,2,2,11,0,1,7,21,0.296,0.236
최영환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82581.jpg,1959,1983,삼미,0.111,4,9,0,1,0,0,0,0,0,0,0,3,0.111,0.111
최영환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82581.jpg,1959,1984,삼미,0.208,19,48,4,10,2,0,1,4,0,1,1,11,0.313,0.224
최영환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82581.jpg,1959,1988,태평양,0.235,37,81,6,19,2,1,1,10,0,0,5,9,0.321,0.281
최영환,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82581.jpg,1959,1989,태평양,0.158,27,19,3,3,1,0,0,0,0,0,5,3,0.211,0.36
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1982,해태,0.305,80,318,48,97,17,4,13,69,10,5,9,55,0.506,0.34
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1983,해태,0.327,93,339,59,111,20,0,7,40,13,7,38,38,0.448,0.402
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1984,해태,0.258,99,365,48,94,16,2,12,41,7,5,39,59,0.411,0.336
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1985,해태,0.333,105,400,66,133,29,1,22,75,8,5,42,37,0.575,0.4
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1986,해태,0.28,104,404,64,113,16,0,18,57,10,10,32,45,0.453,0.34
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1987,해태,0.314,81,306,43,96,22,0,15,46,3,1,30,29,0.533,0.378
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1988,해태,0.324,104,404,72,131,12,0,30,89,16,5,31,52,0.577,0.382
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1989,해태,0.28,118,414,93,116,18,0,26,84,32,8,84,62,0.512,0.407
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1990,해태,0.281,89,331,61,93,17,2,11,49,14,4,39,53,0.444,0.361
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1991,해태,0.294,112,411,69,121,25,5,23,83,16,9,51,70,0.547,0.388
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1992,해태,0.261,117,410,62,107,18,0,15,60,6,2,37,59,0.415,0.331
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1993,해태,0.273,107,362,45,99,23,0,6,52,4,2,27,59,0.387,0.331
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1994,해태,0.236,45,157,17,37,10,0,1,14,4,3,9,31,0.318,0.288
김성한,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82612.jpg,1958,1995,해태,0.179,82,229,15,41,4,0,8,23,0,1,15,47,0.301,0.236
김일권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1956,1982,해태,0.27,75,282,48,76,12,1,11,36,53,17,42,18,0.436,0.37
김일권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1956,1983,해태,0.275,96,374,45,103,13,1,6,26,48,22,35,34,0.364,0.347
김일권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1956,1984,해태,0.241,62,245,29,59,9,0,2,17,41,12,22,20,0.302,0.309
김일권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1956,1985,해태,0.278,92,316,38,88,12,4,4,38,39,19,33,23,0.38,0.352
김일권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1956,1986,해태,0.186,96,258,32,48,6,1,1,20,22,5,24,20,0.229,0.259
김일권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1956,1987,해태,0.229,63,175,20,40,6,0,0,10,16,8,17,15,0.263,0.294
김일권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1956,1988,태평양,0.301,89,309,35,93,11,5,3,34,26,14,16,8,0.398,0.337
김일권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1956,1989,태평양,0.261,113,383,48,100,23,1,1,28,62,22,36,19,0.334,0.324
김일권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1956,1990,태평양,0.253,98,336,48,85,9,1,0,27,48,20,32,21,0.286,0.319
김일권,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82616.jpg,1956,1991,LG,0.151,57,139,21,21,1,2,0,7,8,7,10,9,0.187,0.212
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1982,해태,0.291,78,258,28,75,12,0,10,43,7,2,17,27,0.453,0.342
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1983,해태,0.35,86,311,51,109,17,2,11,44,7,10,26,26,0.524,0.406
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1984,해태,0.316,74,272,38,86,12,1,14,44,2,5,35,31,0.522,0.394
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1985,해태,0.231,57,147,9,34,2,0,4,20,1,2,11,17,0.327,0.285
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1986,해태,0.313,104,383,59,120,19,2,11,61,6,5,42,37,0.46,0.381
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1987,해태,0.331,88,332,43,110,13,1,9,41,2,4,22,25,0.458,0.377
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1988,해태,0.3,105,353,36,106,8,2,4,35,1,1,29,17,0.368,0.35
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1989,해태,0.236,57,127,6,30,4,0,0,16,0,0,9,10,0.268,0.288
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1990,해태,0.286,117,381,41,109,20,1,10,64,0,2,43,45,0.423,0.36
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1991,해태,0.206,65,155,15,32,4,1,8,23,0,0,10,20,0.4,0.262
김종모,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82617.jpg,1959,1992,해태,0.2,21,20,3,4,0,0,1,4,0,0,6,2,0.35,0.385
이윤섭,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82665.jpg,1958,1982,롯데,0.194,23,31,3,6,2,0,1,5,0,0,2,10,0.355,0.242
조충열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82673.jpg,1959,1982,해태,0.231,80,268,35,62,8,0,2,21,8,4,20,23,0.284,0.297
조충열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82673.jpg,1959,1983,해태,0.174,52,86,8,15,3,0,0,1,2,1,3,5,0.209,0.202
조충열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82673.jpg,1959,1984,해태,0.167,55,102,6,17,3,0,0,4,2,0,5,12,0.196,0.22
조충열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82673.jpg,1959,1985,해태,0.2,66,85,4,17,1,0,0,3,0,1,3,8,0.212,0.236
조충열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82673.jpg,1959,1986,해태,0.248,70,105,7,26,3,2,0,8,0,0,6,15,0.314,0.288
조충열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82673.jpg,1959,1987,해태,0.121,31,58,2,7,1,0,0,4,0,0,0,10,0.138,0.119
조충열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82673.jpg,1959,1988,해태,0.253,62,95,8,24,3,0,1,8,0,1,4,11,0.316,0.29
조충열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82673.jpg,1959,1989,해태,0.242,103,285,29,69,12,1,0,12,2,4,27,28,0.291,0.311
조충열,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82673.jpg,1959,1990,해태,0.177,50,79,5,14,1,1,0,5,1,0,3,6,0.215,0.226
김봉연,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82690.jpg,1952,1982,해태,0.331,74,269,55,89,14,1,22,52,7,2,28,16,0.636,0.406
김봉연,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82690.jpg,1952,1983,해태,0.28,80,286,53,80,10,1,22,59,2,2,42,28,0.552,0.372
김봉연,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82690.jpg,1952,1984,해태,0.249,97,341,42,85,18,0,17,48,3,2,50,56,0.452,0.352
김봉연,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82690.jpg,1952,1985,해태,0.253,91,316,45,80,9,1,17,47,7,5,43,26,0.449,0.348
김봉연,https://6ptotvmi5753.edge.naverncp.com/KBO_IMAGE/person/middle/2025/82690.jpg,1952,1986,해태,0.3,108,407,63,122,18,3,21,67,3,5,38,30,0.514,0.363
