NO,시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세금(만원),건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
8839,인천광역시 중구 운서동,2***,25m미만,40,전세,202506,21,"11,000",0,2018,운서3로,202507~202707,신규,-,,,단독다가구
8840,인천광역시 중구 운서동,2***,12m미만,18,월세,202506,21,500,40,2012,눈돌로,202506~202606,신규,-,,,단독다가구
8841,경기도 광주시 양벌동,3**,8m미만,45,전세,202506,21,"11,000",0,2013,마루들길,202508~202708,갱신,-,"11,000",0,단독다가구
8842,강원특별자치도 원주시 단구동,8**,8m미만,36,월세,202506,21,300,45,2015,단관공원길,202506~202512,신규,-,,,단독다가구
8843,경상남도 김해시 관동동,1***,25m미만,107.33,월세,202506,21,"2,000",110,2023,관동로71번길,202506~202706,신규,-,,,단독다가구
8844,울산광역시 북구 양정동,4**,12m미만,59,월세,202506,21,300,37,1991,양정2길,202506~202606,신규,-,,,단독다가구
8845,충청남도 당진시 우두동,1***,12m미만,75,월세,202506,21,"2,000",50,2014,우두로1길,202508~202608,신규,-,,,단독다가구
8846,대구광역시 달서구 용산동,2**,12m미만,30,월세,202506,21,300,29,2007,달구벌대로301길,202506~202606,신규,-,,,단독다가구
8847,경기도 하남시 덕풍동,8**,25m미만,60,월세,202506,21,"5,000",125,2017,미사강변한강로392번길,202508~202708,신규,-,,,단독다가구
8848,충청북도 제천시 의림동,2*,8m미만,30,월세,202506,21,200,35,2010,칠성로8가길,202506~202606,신규,-,,,단독다가구
8849,강원특별자치도 춘천시 효자동,6**,12m미만,26,월세,202506,21,300,45,2018,두하길,202507~202602,신규,-,,,단독다가구
8850,강원특별자치도 춘천시 효자동,7**,8m미만,12,전세,202506,21,"4,000",0,,성심로,-,-,-,,,단독다가구
8851,부산광역시 강서구 신호동,2**,25m이상,26.92,월세,202506,21,200,35,2015,신호산단2로,202506~202606,신규,-,,,단독다가구
8852,경기도 화성시 반송동,2**,25m이상,84.63,전세,202506,21,"40,000",0,,동탄나루로,202509~202709,신규,-,,,단독다가구
8853,울산광역시 남구 두왕동,7**,25m미만,65.69,전세,202506,21,"12,000",0,2019,테크노산업로44번길,202506~202706,신규,-,,,단독다가구
8854,경기도 하남시 덕풍동,8**,25m미만,60,월세,202506,21,"5,000",125,2017,미사강변한강로392번길,-,-,-,,,단독다가구
8855,대구광역시 수성구 범어동,2**,8m미만,27,월세,202506,21,500,20,2016,달구벌대로501길,-,-,-,,,단독다가구
8856,대전광역시 서구 복수동,6**,12m미만,55,월세,202506,21,500,45,2010,복수남로12번길,202507~202607,신규,-,,,단독다가구
8857,경기도 하남시 덕풍동,8**,12m미만,55,월세,202506,21,"10,000",60,2009,덕풍북로259번길,202507~202707,신규,-,,,단독다가구
8858,대구광역시 수성구 만촌동,9**,12m미만,77.41,전세,202506,21,"15,000",0,1979,충의로8길,202507~202707,신규,-,,,단독다가구
8859,경기도 하남시 덕풍동,9**,25m미만,49,전세,202506,21,"25,000",0,2018,미사강변한강로410번길,-,-,-,,,단독다가구
8860,대전광역시 중구 선화동,1**,12m미만,18.03,월세,202506,21,500,75,2020,동서대로1440번길,202506~202606,신규,-,,,단독다가구
8861,경기도 하남시 덕풍동,8**,25m미만,55,전세,202506,21,"25,000",0,2017,미사강변한강로364번안길,202508~202708,갱신,-,"20,000",0,단독다가구
8862,울산광역시 남구 삼산동,2**,12m미만,29.75,월세,202506,21,300,43,2006,돋질로368번길,202506~202606,신규,-,,,단독다가구
8863,경기도 군포시 도마교동,4**,12m미만,54,월세,202506,21,"2,000",80,2019,송부로74번길,202506~202706,신규,-,,,단독다가구
8864,경기도 하남시 덕풍동,8**,25m미만,45,전세,202506,21,"25,200",0,2017,미사강변한강로410번길,202507~202707,갱신,사용,"24,000",0,단독다가구
8865,충청남도 논산시 취암동,1***,25m미만,25,월세,202506,21,300,33,2013,중앙로398번길,202506~202606,신규,-,,,단독다가구
8866,강원특별자치도 강릉시 교동,1***,25m미만,51.38,월세,202506,21,300,52,2004,하슬라로206번길,202506~202606,신규,-,,,단독다가구
8867,충청남도 논산시 취암동,1***,12m미만,28,전세,202506,21,"4,000",0,2018,번영로29번길,202506~202706,신규,-,,,단독다가구
8868,인천광역시 남동구 간석동,2**,12m미만,20.45,월세,202506,21,500,30,2002,경인로653번길,202506~202706,신규,-,,,단독다가구
8869,울산광역시 남구 삼산동,1**,25m미만,30,월세,202506,21,500,67,2015,돋질로,202506~202606,신규,-,,,단독다가구
8870,대전광역시 동구 용전동,1**,8m미만,35,월세,202506,21,300,33,,한밭대로1268번길,202506~202606,신규,-,,,단독다가구
8871,충청남도 논산시 취암동,1***,12m미만,25,월세,202506,21,300,35,2014,중앙로384번길,202507~202607,신규,-,,,단독다가구
8872,제주특별자치도 제주시 아라일동,2***,8m미만,33,월세,202506,21,100,38,2010,구산동길,202506~202606,신규,-,,,단독다가구
8873,울산광역시 북구 화봉동,9**,8m미만,29.7,월세,202506,21,500,40,2010,사청5길,202506~202606,신규,-,,,단독다가구
8874,경기도 평택시 평택동,8*,8m미만,40,월세,202506,21,500,47,2015,원평로75번길,202506~202606,신규,-,,,단독다가구
8875,대구광역시 달서구 신당동,1***,8m미만,25,월세,202506,21,300,30,2013,계대동문로3안길,202507~202512,신규,-,,,단독다가구
8876,대전광역시 중구 선화동,2**,12m미만,30.7,월세,202506,21,"2,000",29,2011,중앙로109번길,202506~202606,신규,-,,,단독다가구
8877,경상북도 경산시 사동,6**,12m미만,50,월세,202506,21,500,46,2014,백양로34길,202506~202606,신규,-,,,단독다가구
8878,인천광역시 연수구 연수동,5**,12m미만,40,월세,202506,21,30,35,1995,함박안로156번길,202506~202512,신규,-,,,단독다가구
8879,경기도 시흥시 정왕동,1***,12m미만,52.8,월세,202506,21,"2,000",60,2000,큰솔로12번안길,202506~202706,신규,-,,,단독다가구
8880,경기도 시흥시 정왕동,1***,12m미만,49.5,월세,202506,21,500,49,2001,봉우재로11번길,202506~202606,신규,-,,,단독다가구
8881,경기도 시흥시 정왕동,2***,25m미만,19.83,월세,202506,21,90,33,2010,역전로,202506~202512,신규,-,,,단독다가구
8882,경기도 시흥시 정왕동,1***,12m미만,49,월세,202506,21,500,55,2001,정왕천로369번길,202506~202606,신규,-,,,단독다가구
8883,경기도 평택시 평택동,9*,12m미만,52.12,월세,202506,21,500,61,2016,원평2로,202506~202606,신규,-,,,단독다가구
8884,경상남도 진주시 평거동,7**,12m미만,108.42,월세,202506,21,"10,000",20,2004,평거로26번길,202506~202706,신규,-,,,단독다가구
8885,대전광역시 동구 용전동,1**,12m미만,18.15,월세,202506,21,200,40,2018,동서대로1653번길,202506~202510,신규,-,,,단독다가구
8886,대전광역시 서구 도마동,4*,12m미만,25,월세,202506,21,"3,000",47,2022,도마로,202508~202612,신규,-,,,단독다가구
8887,대전광역시 동구 용전동,1**,12m미만,24.06,월세,202506,21,700,36,2018,한밭대로1254번길,202506~202606,신규,-,,,단독다가구
8888,경상북도 문경시 모전동,9**,12m미만,29,월세,202506,21,200,45,,여중2길,202506~202512,신규,-,,,단독다가구
8889,경상남도 김해시 부원동,6**,12m미만,40,월세,202506,21,"2,000",15,2013,김해대로2385번길,202507~202606,신규,-,,,단독다가구
8890,경상북도 문경시 모전동,9**,12m미만,36,월세,202506,21,"3,500",20,2010,여중2길,202506~202706,신규,-,,,단독다가구
8891,경기도 파주시 목동동,1***,12m미만,55.45,월세,202506,21,"3,000",65,2016,교하로,202507~202707,신규,-,,,단독다가구
8892,경기도 평택시 비전동,8**,12m미만,21,월세,202506,21,100,31,2001,문화촌로19번길,202506~202606,신규,-,,,단독다가구
8893,경기도 평택시 비전동,1***,12m미만,60,월세,202506,21,500,70,2014,비전9길,202507~202606,신규,-,,,단독다가구
8894,경상북도 문경시 모전동,1***,12m미만,30,월세,202506,21,"2,500",30,2023,당교13길,202507~202607,신규,-,,,단독다가구
8895,대전광역시 동구 용전동,1**,8m미만,35,월세,202506,21,300,32,2014,한밭대로1268번길,202506~202606,신규,-,,,단독다가구
8896,강원특별자치도 강릉시 교동,1***,12m미만,30.83,월세,202506,21,200,40,2004,정원로,202506~202606,신규,-,,,단독다가구
8897,강원특별자치도 속초시 조양동,1***,8m미만,25,월세,202506,21,300,35,2009,선사로1길,202506~202606,신규,-,,,단독다가구
8898,대전광역시 서구 갈마동,2**,12m미만,50,월세,202506,21,"2,000",30,2009,계룡로349번길,202507~202707,신규,-,,,단독다가구
8899,경기도 양주시 고암동,6**,12m미만,70,전세,202506,21,"22,000",0,2022,고원2나길,202507~202707,신규,-,,,단독다가구
8900,대전광역시 서구 갈마동,8**,25m이상,26,월세,202506,21,300,30,2001,갈마역로,-,-,-,,,단독다가구
8901,대전광역시 서구 갈마동,7**,8m미만,110.06,전세,202506,21,"17,000",0,1997,신갈마로,202506~202706,신규,-,,,단독다가구
8902,경기도 시흥시 장곡동,8**,12m미만,52.8,월세,202506,21,"1,000",55,2002,장곡로49번길,202506~202706,신규,-,,,단독다가구
8903,경기도 시흥시 장곡동,8**,12m미만,113.97,월세,202506,21,"5,000",50,1999,장곡로49번길,202507~202707,신규,-,,,단독다가구
8904,경기도 부천시 소사구 송내동,6**,12m미만,50,월세,202506,21,500,50,2004,경인로1185번길,202506~202706,신규,-,,,단독다가구
8905,경기도 시흥시 장현동,6**,25m미만,165.78,전세,202506,21,"17,000",0,2021,장현순환로,202511~202711,갱신,사용,"17,000",0,단독다가구
8906,경기도 시흥시 장현동,6**,12m미만,59.15,전세,202506,21,"15,000",0,2022,장현서2길,202509~202709,신규,-,,,단독다가구
8907,대전광역시 서구 갈마동,2**,12m미만,29.7,월세,202506,21,300,29,2011,신갈마로209번길,202506~202606,신규,-,,,단독다가구
8908,대전광역시 서구 갈마동,3**,25m이상,26.44,월세,202506,21,500,35,2001,신갈마로,202506~202606,신규,-,,,단독다가구
8909,경기도 의정부시 의정부동,4**,8m미만,88.83,전세,202506,21,"2,000",0,1989,호국로1267번길,202506~202706,신규,-,,,단독다가구
8910,경기도 안산시 단원구 신길동,1***,12m미만,214.5,월세,202506,21,300,30,2004,신길중앙로3길,202506~202606,신규,-,,,단독다가구
8911,울산광역시 동구 전하동,6**,8m미만,129.25,전세,202506,21,"6,200",0,1982,진성1길,202506~202706,신규,-,,,단독다가구
8912,경기도 남양주시 평내동,5**,25m미만,33,월세,202506,21,500,35,2005,평내로29번길,202506~202706,신규,-,,,단독다가구
8913,부산광역시 동래구 온천동,1***,25m미만,53.47,월세,202506,21,500,60,1977,석사북로,202506~202706,신규,-,,,단독다가구
8914,충청남도 서산시 예천동,1***,12m미만,27,월세,202506,21,500,45,2013,호수공원9로,202506~202606,신규,-,,,단독다가구
8915,대전광역시 서구 괴정동,1**,8m미만,26.3,월세,202506,21,"3,000",35,2022,갈마로,202506~202606,신규,-,,,단독다가구
8916,경상남도 김해시 외동,1***,12m미만,25,월세,202506,21,200,29,2010,분성로172번길,202506~202606,신규,-,,,단독다가구
8917,대전광역시 서구 용문동,2**,12m미만,44,월세,202506,21,"2,000",29,1998,도솔로519번길,202506~202706,신규,-,,,단독다가구
8918,대전광역시 서구 용문동,5**,8m미만,25,월세,202506,21,500,45,2017,계룡로636번길,202506~202606,신규,-,,,단독다가구
8919,울산광역시 북구 호계동,2**,12m미만,30,월세,202506,21,500,40,2003,동대6길,202506~202606,신규,-,,,단독다가구
8920,강원특별자치도 춘천시 칠전동,5**,12m미만,40,월세,202506,21,500,52,2016,칠전동2길,202507~202707,신규,-,,,단독다가구
8921,대구광역시 수성구 상동,6**,12m미만,165.29,월세,202506,21,"2,000",20,1986,수성로1길,202506~202611,신규,-,,,단독다가구
8922,인천광역시 남동구 간석동,7*,8m미만,80.44,전세,202506,21,"11,600",0,1984,경인로,202507~202707,신규,-,,,단독다가구
8923,강원특별자치도 원주시 무실동,1***,25m미만,60,월세,202506,21,500,57,2016,무실새골길,202506~202606,신규,-,,,단독다가구
8924,대전광역시 중구 대흥동,4**,8m미만,20,월세,202506,21,300,40,2019,보문로268번길,202507~202606,신규,-,,,단독다가구
8925,경기도 평택시 서정동,8**,25m미만,39.6,월세,202506,21,"2,000",40,1992,서정로,202506~202606,신규,-,,,단독다가구
8926,경기도 남양주시 별내동,8**,12m미만,59,전세,202506,21,"13,000",0,2015,송산로339번길,202506~202706,갱신,-,"13,000",0,단독다가구
8927,제주특별자치도 제주시 아라일동,6***,25m미만,76,월세,202506,21,"1,000",100,2024,아란6길,202506~202605,갱신,사용,"1,000",117,단독다가구
8928,충청남도 공주시 금성동,7*,8m미만,89.68,전세,202506,21,"9,700",0,1997,정자방1길,202508~202707,신규,-,,,단독다가구
8929,대전광역시 중구 대흥동,4**,8m미만,20,월세,202506,21,500,45,,보문로268번길,202506~202512,신규,-,,,단독다가구
8930,대구광역시 달서구 감삼동,1**,8m미만,33,월세,202506,21,"1,000",40,2018,감삼남2안길,202507~202606,신규,-,,,단독다가구
8931,대전광역시 대덕구 중리동,4**,12m미만,30,월세,202506,21,300,27,2002,계족산로43번길,202506~202706,신규,-,,,단독다가구
8932,강원특별자치도 원주시 태장동,1***,8m미만,33,월세,202506,21,300,49,2022,흥양로18번길,202506~202512,신규,-,,,단독다가구
8933,경기도 하남시 덕풍동,8**,25m미만,45,전세,202506,21,"25,200",0,2017,미사강변한강로410번길,-,-,-,,,단독다가구
8934,대전광역시 중구 대흥동,1**,25m이상,23.64,전세,202506,21,"7,000",0,2016,대종로,202507~202707,신규,-,,,단독다가구
8935,경기도 안산시 상록구 사동,1***,12m미만,81,월세,202506,21,500,50,2001,영화5길,202506~202606,갱신,-,500,40,단독다가구
8936,충청남도 서산시 예천동,1***,12m미만,50,월세,202506,21,500,50,2014,호수공원7로,202506~202606,신규,-,,,단독다가구
8937,부산광역시 강서구 화전동,5**,12m미만,33,월세,202506,21,200,30,2011,화전산단4로20번길,202506~202606,신규,-,,,단독다가구
8938,대구광역시 수성구 두산동,3*,12m미만,45,전세,202506,21,"6,000",0,2002,들안로18길,202508~202708,신규,-,,,단독다가구
8939,경기도 의왕시 내손동,8**,25m미만,35,월세,202506,21,"4,000",30,2003,오리나무로,202506~202706,신규,-,,,단독다가구
8940,광주광역시 남구 백운동,6**,12m미만,48,월세,202506,21,300,53,2009,진다리로6번길,202506~202606,신규,-,,,단독다가구
8941,강원특별자치도 춘천시 교동,8*,8m미만,25,월세,202506,21,300,45,2013,향교앞길,202506~202606,신규,-,,,단독다가구
8942,경기도 의정부시 녹양동,3**,8m미만,35,월세,202506,21,500,35,1988,녹양로62번길,202506~202706,신규,-,,,단독다가구
8943,경기도 시흥시 대야동,4**,8m미만,58.26,월세,202506,21,"2,000",28,1985,복지로43번길,202506~202706,신규,-,,,단독다가구
8944,대구광역시 달서구 호산동,1**,12m미만,22.5,월세,202506,21,300,27,2012,달구벌대로203길,202506~202606,신규,-,,,단독다가구
8945,광주광역시 동구 서석동,1*,8m미만,25,월세,202506,21,300,30,2009,백서로189번길,202506~202512,신규,-,,,단독다가구
8946,강원특별자치도 춘천시 교동,6*,12m미만,33,월세,202506,21,300,35,2008,서부대성로,202506~202606,신규,-,,,단독다가구
8947,경상북도 구미시 봉곡동,2**,12m미만,30,월세,202506,21,200,25,2012,봉곡로18길,202506~202606,신규,-,,,단독다가구
8948,경상북도 구미시 봉곡동,4**,12m미만,25,월세,202506,21,300,30,2007,봉곡로6길,202506~202606,신규,-,,,단독다가구
8949,경기도 오산시 외삼미동,3**,8m미만,134.62,월세,202506,21,"1,000",60,1980,외삼미로,202506~202706,신규,-,,,단독다가구
8950,대구광역시 중구 남산동,7**,8m미만,18.5,월세,202506,21,100,30,1949,중앙대로61길,202506~202706,신규,-,,,단독다가구
